N,P,K,temperature,humidity,ph,rainfall,label
18.38,21.15,33.67,28.82,96.24,5.41,166.36,coconut
74.13,25.04,25.92,29.82,85.21,5.66,277.53,rubber
56.71,47.49,64.5,23.54,81.1,5.59,239.43,cardamom
32.25,55.7,44.39,25.54,74.98,6.39,38.47,capsicum
16.07,24.82,31.23,25.14,46.0,6.13,91.13,mango
78.19,50.57,40.7,28.57,79.57,6.56,196.1,jute
86.32,51.65,60.31,23.63,67.98,5.84,130.96,ginger
11.05,77.58,26.35,23.29,72.12,6.53,55.46,lentil
80.5,40.48,49.81,22.56,73.71,6.48,159.14,jute
66.67,66.11,49.25,14.46,53.96,7.01,24.97,mustard
108.69,47.23,88.61,27.32,77.05,6.32,218.1,sugarcane
65.52,36.25,86.12,20.82,72.74,7.04,39.17,radish
22.58,17.5,27.68,24.43,80.0,6.41,78.92,grapes
47.34,59.61,38.36,37.8,96.6,6.69,149.17,papaya
42.29,19.46,57.72,27.15,59.19,6.17,66.86,tomato
78.82,50.42,86.16,20.73,73.23,5.48,52.71,potato
82.3,48.12,40.65,25.13,76.31,7.38,136.49,jute
13.3,17.42,34.75,23.29,85.7,5.31,119.84,pomegranate
93.21,44.08,27.93,24.82,89.79,5.8,212.7,pepper
55.97,98.24,123.35,13.59,90.21,6.6,24.17,strawberry
57.14,52.0,43.86,20.46,67.7,6.66,56.7,garlic
77.01,59.54,36.0,23.37,83.56,6.73,254.57,rice
94.96,56.7,82.52,33.14,71.05,5.3,164.05,turmeric
23.07,18.91,29.35,19.1,82.04,5.82,76.82,grapes
13.83,50.53,37.68,22.76,67.95,6.42,92.74,soybean
34.87,73.98,20.8,32.06,66.48,6.99,66.62,blackgram
75.39,73.96,91.48,27.35,70.1,6.09,60.39,tobacco
47.57,29.04,42.83,23.01,42.27,6.84,35.22,cumin
53.42,37.17,52.84,30.32,68.84,6.01,78.37,chilli
95.76,42.26,52.37,8.0,54.72,7.12,40.66,spinach
76.56,41.23,44.26,20.03,77.83,6.54,81.2,onion
54.49,43.97,54.85,21.17,78.11,5.18,205.82,cardamom
63.47,41.06,38.4,19.2,63.91,6.59,63.77,garlic
46.46,29.59,73.8,13.82,64.55,6.03,59.75,radish
60.9,56.14,93.48,20.16,10.44,6.61,75.73,chickpea
29.47,24.22,24.39,26.09,90.47,6.28,159.1,coconut
40.84,36.16,44.51,29.34,69.67,6.53,134.04,guava
19.68,77.51,49.86,24.33,73.69,6.08,81.71,soybean
21.95,71.0,34.87,25.9,77.79,7.27,74.21,groundnut
84.85,25.81,32.54,24.54,99.9,5.92,210.07,rubber
27.83,124.07,202.8,29.45,89.82,5.95,114.44,apple
97.0,77.51,43.11,31.24,78.84,5.83,88.49,banana
38.88,55.93,79.09,30.74,72.85,4.88,83.75,sweet_potato
42.92,59.81,61.75,19.02,57.2,6.21,62.01,carrot
54.63,45.69,58.89,23.46,67.78,6.17,205.21,cardamom
62.12,35.92,52.79,23.75,80.77,6.45,59.51,chilli
23.8,17.12,30.19,25.3,91.6,5.94,168.55,coconut
84.27,40.0,46.85,24.47,90.99,6.35,176.99,pepper
39.84,39.78,46.0,19.0,58.06,7.39,47.18,coriander
30.43,38.67,63.08,32.28,58.62,6.24,67.52,tomato
24.24,21.93,36.98,20.11,84.92,6.11,48.1,grapes
64.13,63.42,83.4,21.14,16.88,7.41,109.31,chickpea
19.08,126.03,205.0,20.87,95.63,6.32,126.25,apple
136.04,60.68,97.14,25.1,77.75,6.43,228.58,sugarcane
128.84,54.47,37.41,25.43,73.32,7.3,89.31,cotton
97.46,29.15,26.85,27.27,63.94,6.51,182.86,coffee
24.92,131.45,197.38,22.09,100.0,5.94,95.77,apple
98.62,59.79,73.17,26.92,63.66,6.18,97.76,maize
23.62,56.51,45.02,30.06,62.75,6.73,81.42,groundnut
123.36,48.78,43.53,27.59,73.32,6.52,71.25,cotton
11.8,59.86,12.95,24.18,63.83,6.63,46.55,lentil
138.85,52.02,83.75,31.05,81.21,6.05,176.42,sugarcane
114.57,47.18,57.44,24.4,76.8,6.91,73.4,cotton
26.97,93.02,94.02,19.33,95.09,5.87,52.11,strawberry
24.02,11.77,27.51,24.56,96.46,5.56,139.88,coconut
51.76,59.4,53.67,28.56,89.65,6.1,130.34,papaya
104.12,12.4,60.79,29.83,93.97,6.52,22.4,muskmelon
47.99,31.29,45.46,28.11,58.63,6.63,114.94,guava
24.52,45.85,39.14,26.59,60.07,7.14,50.56,groundnut
73.38,41.9,34.1,15.35,50.65,7.1,38.04,mustard
40.98,110.44,114.83,14.25,68.38,6.2,61.15,strawberry
79.16,56.21,63.49,27.19,76.28,6.37,31.15,mustard
89.55,56.28,78.73,19.19,66.69,7.03,39.71,maize
28.07,34.2,18.65,25.21,86.05,6.67,42.85,mungbean
40.81,51.12,38.16,35.23,52.61,6.32,36.98,sesame
98.59,77.52,52.88,26.63,76.33,5.9,104.68,banana
84.8,55.82,62.67,27.1,86.41,6.13,94.31,ginger
35.14,63.16,33.64,28.2,65.02,7.12,76.06,blackgram
47.44,90.1,116.98,8.0,83.21,6.48,69.96,strawberry
49.41,55.48,48.25,19.45,71.61,6.48,62.71,onion
69.36,42.47,56.41,27.77,86.31,6.22,82.81,chilli
101.5,54.9,43.87,20.55,64.54,6.88,79.42,wheat
13.28,47.22,16.19,29.75,65.93,6.71,56.31,mothbeans
95.23,36.98,52.54,24.22,82.23,6.67,242.67,rice
66.03,22.08,36.41,30.64,61.98,5.76,112.58,cashew
15.57,61.3,20.09,20.32,20.11,5.75,107.64,kidneybeans
77.66,49.04,32.62,23.23,85.11,6.35,258.3,rice
18.47,65.71,20.7,23.32,71.88,6.74,45.68,lentil
44.11,37.83,31.55,21.92,75.88,6.93,49.55,onion
116.02,6.74,78.35,24.01,91.53,5.75,130.22,pineapple
18.59,11.3,50.87,19.33,84.24,6.35,120.26,pomegranate
71.03,55.47,44.11,15.39,75.54,6.78,50.87,onion
101.81,76.61,59.2,22.21,59.51,6.31,77.14,maize
113.14,102.54,43.7,27.21,79.29,5.74,118.1,banana
77.77,38.26,74.15,31.26,90.95,6.08,151.38,turmeric
140.0,91.05,71.64,25.47,74.4,6.17,188.68,sugarcane
39.64,34.13,57.74,27.16,60.17,6.5,52.5,tomato
29.54,37.77,61.49,14.17,46.44,6.05,45.05,radish
53.37,48.95,84.8,12.53,51.41,6.42,50.09,carrot
84.23,50.67,64.93,20.74,73.56,6.75,22.27,onion
20.77,128.51,204.71,22.5,87.69,6.02,101.76,apple
42.33,44.41,59.06,21.16,80.35,6.07,274.89,cardamom
53.24,45.35,47.23,25.29,62.8,6.75,69.84,tomato
104.08,56.81,47.56,31.23,69.98,5.53,137.73,ginger
26.97,42.58,23.81,24.59,60.18,6.71,34.59,groundnut
28.31,28.07,35.39,26.23,85.9,5.8,50.73,grapes
44.75,51.28,82.8,18.34,71.61,6.01,56.66,carrot
90.94,59.16,66.76,22.65,76.73,6.15,123.67,tobacco
59.31,35.66,48.2,19.58,58.11,7.03,70.05,coriander
29.35,37.17,44.15,26.48,63.49,6.57,56.3,tomato
24.06,17.61,29.28,28.73,92.1,5.73,167.73,coconut
49.36,43.31,67.66,16.14,67.15,6.63,50.38,radish
20.19,10.69,12.12,21.73,95.87,7.66,106.34,orange
102.57,66.29,83.92,29.07,79.94,5.5,201.92,ginger
44.9,22.08,57.99,19.61,61.58,7.0,51.41,coriander
45.01,52.59,93.61,14.46,67.05,5.58,27.38,potato
72.88,22.44,34.63,26.93,87.32,4.94,248.01,rubber
39.64,61.04,64.11,25.88,55.81,6.78,78.19,sunflower
97.84,5.5,42.15,24.95,84.13,6.39,43.16,watermelon
33.64,100.43,83.89,17.44,82.34,5.53,42.31,strawberry
70.26,39.08,33.9,30.74,73.71,6.36,155.77,jute
111.67,89.25,61.33,26.28,79.43,6.14,109.72,banana
47.79,45.6,30.79,30.22,51.64,6.59,32.61,sesame
108.6,63.23,53.56,21.94,74.53,6.01,92.15,maize
79.28,53.22,58.32,23.45,85.07,5.89,194.35,rice
20.39,112.24,188.2,27.04,92.41,6.26,104.13,apple
104.92,52.58,75.75,8.99,74.04,6.46,69.63,cauliflower
55.35,47.24,79.97,18.58,62.7,6.58,35.97,radish
58.7,42.92,48.22,19.59,44.27,6.77,45.76,mustard
98.16,60.53,26.77,23.31,55.83,6.76,54.37,wheat
22.68,24.82,41.73,29.46,54.24,6.47,69.74,mango
19.85,14.59,38.36,26.29,92.76,5.11,198.01,coconut
35.84,34.31,30.23,26.29,69.9,6.05,56.35,sesame
54.22,29.07,28.74,31.38,57.99,6.32,34.15,sesame
112.95,39.05,47.09,26.35,81.46,6.95,108.36,cotton
25.99,34.48,55.42,25.86,88.34,7.21,78.72,lemon
54.68,60.11,55.76,25.19,71.97,6.61,62.23,capsicum
19.78,56.93,50.26,26.62,77.86,6.62,59.04,soybean
86.79,34.02,69.24,15.39,60.02,7.02,40.12,spinach
58.0,32.81,40.97,27.31,59.01,6.53,31.98,sesame
90.33,46.14,83.97,26.93,78.02,5.84,151.33,ginger
23.79,72.91,5.48,19.68,78.96,6.9,63.51,lentil
22.07,131.27,195.11,22.89,96.59,5.93,133.66,apple
55.5,46.2,38.47,14.08,43.67,6.46,38.26,mustard
55.81,73.8,72.71,20.61,11.52,7.34,83.8,chickpea
99.75,62.56,69.99,18.32,68.81,6.15,51.46,cauliflower
101.04,49.62,36.73,21.26,77.8,6.68,160.97,jute
45.11,15.28,26.25,26.39,70.73,6.65,79.39,cashew
43.97,28.49,45.86,26.04,59.79,6.35,75.08,lemon
14.13,57.52,22.91,30.52,45.65,5.6,127.09,pigeonpeas
89.31,37.86,37.16,20.99,78.04,6.38,203.78,rice
28.27,30.49,18.3,27.34,36.86,6.39,64.51,mothbeans
31.3,74.2,75.16,16.36,14.34,7.01,110.18,chickpea
101.76,45.65,57.14,27.04,89.81,6.28,131.35,ginger
20.76,27.08,31.04,29.97,47.79,6.12,88.28,mango
53.76,58.7,43.44,23.67,89.82,6.76,20.0,sunflower
127.44,43.21,40.42,29.57,68.02,6.5,111.68,cotton
44.92,18.52,41.79,26.31,72.31,6.44,110.22,guava
30.9,68.63,107.5,22.54,76.19,5.52,91.3,sweet_potato
54.03,22.38,13.9,30.64,63.19,5.69,82.58,cashew
100.47,45.97,67.62,30.14,83.0,6.08,127.39,turmeric
36.8,80.16,107.77,14.81,81.68,6.4,51.19,strawberry
85.55,26.16,25.28,20.69,73.81,6.44,160.84,coffee
108.76,27.29,25.05,24.1,69.91,6.87,193.37,coffee
120.44,30.43,28.17,24.06,75.92,7.06,158.77,coffee
5.03,13.36,6.63,24.57,91.21,6.84,123.11,orange
21.05,18.56,26.98,27.07,91.23,6.0,151.42,coconut
9.49,75.15,52.09,27.3,73.65,6.7,96.19,soybean
77.6,48.3,76.69,11.7,72.02,6.62,70.36,cabbage
41.3,48.25,50.09,23.77,57.44,6.41,88.35,tomato
28.15,67.47,11.07,27.55,36.72,5.94,153.15,pigeonpeas
111.41,24.2,33.02,25.66,83.33,5.22,231.35,tea
47.5,47.22,35.68,21.94,58.14,6.37,77.94,coriander
42.67,40.64,53.53,19.11,47.01,6.93,42.7,mustard
103.52,41.18,72.17,13.18,75.53,7.21,53.29,cabbage
36.65,22.3,45.02,30.73,57.82,6.48,101.28,cashew
21.22,17.81,19.56,30.07,94.28,6.0,150.74,coconut
18.38,42.63,26.42,27.1,39.95,6.51,64.6,mothbeans
52.02,22.77,30.35,25.66,66.36,5.85,138.27,cashew
22.45,42.79,24.25,30.56,47.87,6.45,52.91,mothbeans
20.43,83.14,45.27,31.66,72.25,6.62,63.36,soybean
48.88,42.73,50.09,28.62,90.1,6.85,151.42,papaya
88.81,36.34,57.04,15.62,81.52,6.18,58.19,cauliflower
107.22,62.01,64.04,17.78,74.65,5.81,85.01,maize
17.51,16.85,7.54,22.38,91.02,6.95,109.23,orange
46.14,28.99,55.58,27.53,62.25,6.2,67.09,chilli
40.88,28.25,60.83,32.55,70.54,7.06,125.5,guava
44.9,60.51,24.46,26.49,59.26,6.99,59.21,blackgram
60.23,43.49,47.05,25.0,85.19,5.27,224.38,cardamom
19.41,44.56,20.37,31.76,84.77,6.69,38.54,mungbean
19.58,9.98,34.42,28.4,89.58,5.56,172.72,coconut
58.39,24.09,52.69,30.12,82.91,5.37,300.0,rubber
76.97,59.11,90.66,29.49,77.14,6.21,70.78,tobacco
30.76,19.25,37.55,26.69,64.31,6.3,104.75,cashew
86.3,62.54,69.83,28.93,67.16,5.61,105.22,tobacco
102.68,13.75,83.29,30.68,77.59,5.22,162.35,pineapple
63.29,38.8,46.45,24.02,70.52,6.3,61.95,onion
40.41,15.97,42.93,25.3,87.66,6.48,127.59,cashew
51.21,49.18,49.71,23.07,74.09,6.33,53.45,capsicum
52.23,41.77,83.18,20.79,70.31,6.77,39.1,radish
113.75,48.68,91.19,26.43,74.5,5.87,138.3,turmeric
43.03,50.2,72.32,12.64,79.73,6.36,49.18,carrot
109.83,36.02,49.08,17.61,55.18,6.63,79.46,wheat
88.56,47.33,29.45,24.33,77.0,6.78,182.83,jute
81.59,54.81,25.72,24.36,77.71,6.6,176.0,jute
92.49,50.26,75.92,19.93,74.71,6.87,49.69,cabbage
13.34,63.18,51.17,29.01,69.24,6.81,108.62,soybean
54.33,54.4,34.07,16.03,62.76,6.93,29.5,mustard
21.12,48.76,45.18,25.75,64.83,6.52,89.23,soybean
53.36,111.5,116.24,13.66,88.48,5.53,73.57,strawberry
78.63,40.4,89.4,29.47,78.67,6.01,167.33,pineapple
33.07,25.27,28.45,20.68,87.16,5.96,87.35,grapes
122.51,58.82,40.11,25.76,84.7,6.76,103.03,cotton
28.74,29.52,42.64,19.42,82.0,6.5,91.99,lemon
60.81,29.77,72.3,19.56,69.73,5.91,52.31,potato
29.99,35.84,28.02,28.18,78.13,6.52,68.1,grapes
27.97,22.1,33.03,32.11,80.24,6.82,75.82,grapes
72.38,48.67,42.4,23.45,66.82,6.39,166.37,pepper
89.63,31.47,53.94,24.64,81.95,6.81,165.22,jute
43.05,22.15,37.13,29.53,66.91,6.34,88.2,lemon
82.46,52.6,38.7,28.93,81.96,6.5,241.2,jute
49.24,41.03,40.55,17.85,43.19,7.27,53.21,mustard
119.55,28.15,50.63,17.94,77.5,5.01,220.89,tea
15.57,29.63,32.81,32.86,36.68,5.62,93.58,mango
97.15,50.79,64.86,19.09,66.54,6.57,37.08,cauliflower
108.66,24.75,67.88,13.41,65.2,6.9,32.41,spinach
113.48,58.6,58.65,29.63,89.18,6.09,220.35,turmeric
65.89,64.86,66.33,24.18,60.97,6.64,36.11,sunflower
35.64,60.17,37.41,38.95,91.82,6.33,177.34,papaya
24.72,89.21,29.23,25.16,72.16,6.36,84.35,soybean
58.42,39.62,65.9,31.27,77.71,6.77,59.58,capsicum
35.71,61.02,87.9,18.08,12.0,7.43,73.16,chickpea
102.83,44.05,55.96,17.15,68.62,5.6,126.39,maize
28.3,13.18,39.46,22.83,90.98,5.99,34.98,pomegranate
14.1,13.36,33.6,28.39,91.94,6.21,186.67,coconut
111.04,37.11,78.62,30.52,81.93,5.66,138.4,pineapple
113.34,33.61,37.33,18.67,91.95,5.08,231.69,tea
28.64,37.57,20.55,31.87,78.79,7.15,48.97,mungbean
82.39,44.96,37.4,26.95,75.16,7.25,161.45,jute
36.3,28.19,55.25,25.02,74.98,6.16,104.4,lemon
15.6,48.08,22.72,26.25,44.56,6.81,53.33,mothbeans
100.21,72.27,85.9,25.0,69.27,6.18,87.33,maize
88.87,9.61,65.95,32.26,88.13,6.3,30.29,muskmelon
34.75,39.87,90.73,18.12,62.74,6.49,53.2,carrot
136.32,58.74,54.39,23.2,73.59,5.9,88.65,cotton
49.64,58.59,55.14,25.27,100.0,6.49,140.91,papaya
54.42,50.08,50.21,26.52,44.75,6.65,56.87,castor
30.73,25.67,50.7,25.08,69.87,6.19,100.83,lemon
26.31,30.16,27.37,28.87,77.45,6.59,54.05,mungbean
9.48,52.83,49.32,31.1,63.83,6.66,89.65,groundnut
47.5,43.05,26.41,21.19,62.34,6.25,25.19,coriander
110.17,51.78,46.9,27.17,79.82,7.07,116.28,cotton
45.9,20.95,23.0,30.3,73.21,6.04,138.35,cashew
22.75,64.26,41.26,26.19,61.34,6.43,110.73,soybean
90.84,46.44,52.85,25.82,95.98,6.1,162.78,ginger
50.04,43.17,28.48,25.92,49.95,6.58,49.35,sesame
106.05,6.79,51.12,20.52,85.2,6.53,37.33,watermelon
26.47,121.1,196.57,24.28,91.61,5.8,119.74,apple
93.92,50.38,42.59,27.65,87.22,5.75,103.89,ginger
115.76,28.71,31.81,24.43,78.73,7.25,99.96,cotton
33.62,34.52,51.26,25.94,65.79,6.21,97.42,lemon
55.0,44.94,39.04,21.37,65.49,6.82,55.13,mustard
19.52,51.83,22.78,18.54,17.24,6.03,113.72,kidneybeans
17.88,62.36,79.33,16.35,21.48,7.3,72.69,chickpea
29.54,48.79,25.13,30.11,57.85,7.24,59.68,sesame
78.31,51.89,44.6,22.12,72.55,6.84,162.08,jute
20.28,145.0,198.43,15.72,93.47,5.74,80.93,apple
50.25,33.64,28.48,25.51,45.78,6.0,41.13,castor
53.49,46.13,52.18,23.21,54.93,7.06,44.3,sunflower
85.35,38.51,46.25,18.86,80.88,4.86,179.95,tea
44.34,17.17,24.1,27.69,73.13,6.03,131.18,cashew
91.61,50.41,53.32,23.85,58.5,6.3,65.37,maize
62.83,33.03,40.92,25.59,82.97,6.47,166.22,jute
127.51,41.9,70.04,18.66,73.81,6.53,89.1,cabbage
32.13,28.8,36.9,33.56,62.59,6.24,72.48,guava
31.31,64.5,45.64,34.33,92.54,6.6,171.11,papaya
47.65,45.33,49.04,27.93,61.89,6.86,40.54,castor
36.56,38.03,17.32,30.28,88.67,6.5,46.23,mungbean
85.94,44.19,70.82,26.85,90.44,6.53,151.33,turmeric
85.43,44.26,80.53,22.6,84.57,6.25,246.88,rice
22.66,28.75,31.95,29.57,92.57,6.33,154.34,coconut
54.37,77.19,53.16,26.95,94.81,6.68,162.64,papaya
15.74,65.51,35.97,20.72,76.78,6.21,86.07,soybean
82.39,63.67,57.05,26.12,58.29,6.75,72.71,maize
47.8,41.5,62.43,30.39,66.84,6.71,99.87,guava
43.06,30.34,30.26,33.79,45.57,6.03,36.07,sesame
128.01,17.48,36.95,25.81,93.2,7.02,21.4,muskmelon
61.47,40.99,49.46,24.99,68.03,6.6,66.11,chilli
16.54,62.49,24.6,22.04,61.01,7.12,25.68,lentil
26.65,54.02,23.36,20.09,66.08,6.75,64.9,groundnut
62.78,29.36,51.5,22.03,73.63,6.37,50.86,onion
107.8,50.33,63.95,24.26,84.26,6.23,202.88,sugarcane
25.06,76.75,31.51,27.83,77.83,6.65,66.38,soybean
33.87,14.27,26.14,30.1,62.44,6.22,133.48,cashew
102.44,42.17,70.56,28.47,100.0,6.01,155.16,ginger
19.2,71.58,13.26,26.07,42.59,5.49,149.08,pigeonpeas
100.46,52.74,65.89,27.22,81.85,6.2,150.41,ginger
41.07,35.36,29.53,27.69,59.72,5.98,53.85,sesame
53.66,47.25,41.26,27.32,58.67,5.76,64.93,castor
91.9,96.65,40.59,28.58,79.87,5.5,111.65,banana
30.97,30.15,22.68,32.16,54.24,6.6,95.26,guava
11.02,47.26,22.09,24.31,66.32,6.72,50.64,mothbeans
70.71,51.36,61.28,22.68,56.52,6.27,56.87,capsicum
36.82,62.79,80.43,18.72,16.02,7.47,68.63,chickpea
129.2,50.21,73.44,25.59,94.49,6.53,121.07,turmeric
79.13,53.95,73.71,27.06,87.61,5.82,178.28,ginger
25.88,15.43,30.84,24.92,79.87,6.61,75.05,grapes
16.81,47.88,13.65,18.11,20.92,5.68,103.17,kidneybeans
80.35,49.24,71.02,28.35,78.29,5.93,172.43,ginger
140.0,49.58,85.74,18.57,54.29,6.92,35.8,spinach
42.98,54.65,88.11,24.53,69.68,6.24,124.35,sweet_potato
30.69,18.2,33.18,28.97,76.14,6.05,69.23,grapes
47.47,48.71,81.3,16.77,75.79,6.54,42.68,radish
49.05,48.23,36.48,29.81,49.06,6.66,55.46,sesame
113.79,31.91,70.55,15.48,61.32,6.58,35.58,spinach
25.04,25.24,28.22,29.51,51.66,5.53,91.33,mango
47.85,46.16,92.53,13.41,63.21,6.72,47.59,radish
11.22,20.35,24.56,33.64,64.95,6.1,103.45,mango
36.89,19.24,22.04,25.02,50.54,6.76,21.64,cumin
48.87,87.51,120.6,19.15,79.18,5.43,57.49,strawberry
96.67,46.8,69.27,21.66,72.93,6.31,56.97,cauliflower
66.04,29.88,57.91,27.83,86.23,6.9,89.91,chilli
46.94,8.49,17.62,32.09,82.18,6.22,118.91,cashew
3.89,36.22,48.62,25.16,55.16,5.93,63.89,groundnut
62.07,49.55,43.74,39.35,92.95,6.23,122.3,papaya
45.64,52.82,51.47,23.04,69.05,7.01,61.39,coriander
57.79,51.53,48.79,23.82,83.27,5.77,193.6,cardamom
94.52,40.71,48.06,22.46,88.31,6.88,150.55,jute
82.97,38.32,20.01,23.94,68.63,7.57,106.36,wheat
25.96,81.53,19.1,22.23,56.64,6.85,45.33,lentil
43.81,60.96,24.98,30.25,62.8,7.16,96.2,blackgram
44.41,30.24,44.58,22.41,59.98,6.69,68.65,coriander
94.74,17.53,52.69,28.85,99.4,6.67,28.16,muskmelon
17.11,24.84,29.94,34.32,52.5,5.94,90.72,mango
17.49,74.82,19.3,24.32,59.3,5.29,147.75,pigeonpeas
45.61,114.59,114.72,14.95,80.03,5.9,33.08,strawberry
23.41,10.28,30.84,28.43,92.79,6.15,186.42,coconut
73.63,54.08,61.41,25.01,74.19,6.12,62.2,capsicum
14.46,19.0,33.21,27.34,96.15,5.83,214.83,coconut
22.14,22.99,26.38,18.03,86.75,5.69,46.79,grapes
53.69,64.15,21.25,32.59,65.58,6.29,50.14,blackgram
23.86,52.99,52.45,26.96,65.24,6.07,69.05,groundnut
17.43,84.47,15.72,16.74,22.74,5.65,146.06,kidneybeans
80.41,31.33,61.0,30.2,70.38,6.93,183.59,pepper
108.71,66.63,103.6,32.39,90.03,7.04,264.23,sugarcane
30.26,53.51,35.86,30.71,47.3,7.05,76.93,castor
18.62,59.07,48.8,29.53,75.8,6.89,106.14,soybean
56.58,54.56,47.01,26.77,75.66,6.52,74.91,sunflower
44.91,90.86,107.59,22.7,90.3,6.2,94.28,strawberry
47.5,49.55,93.12,18.69,71.06,6.73,49.61,radish
46.65,17.12,33.09,32.71,59.75,5.89,99.96,cashew
29.06,37.13,97.54,26.86,79.35,5.94,91.87,sweet_potato
21.79,45.1,11.98,29.2,85.94,6.96,51.59,mungbean
53.93,14.66,22.24,29.26,89.2,5.83,77.11,cashew
92.96,30.15,24.36,27.72,60.05,6.76,189.41,coffee
43.55,35.62,43.79,23.4,64.89,6.43,69.97,chilli
51.75,56.86,61.44,33.5,96.31,6.88,167.87,papaya
40.15,49.73,93.94,18.78,77.41,6.09,47.31,carrot
107.6,29.37,92.32,20.43,64.17,6.54,56.09,cabbage
47.31,56.55,38.26,34.12,91.85,6.35,112.21,papaya
101.26,73.45,70.99,27.93,78.07,6.33,124.11,banana
26.03,14.53,22.77,27.48,76.39,5.51,58.74,grapes
89.47,40.82,77.17,30.3,74.14,5.2,81.13,pineapple
26.1,67.34,12.82,24.02,38.09,5.71,171.92,pigeonpeas
31.68,138.79,199.15,21.48,88.04,5.78,114.67,apple
21.44,65.45,22.9,20.87,27.69,5.58,97.87,kidneybeans
51.19,52.06,40.15,31.35,55.66,7.06,43.36,sesame
60.76,62.38,55.75,31.14,90.51,6.12,191.38,papaya
22.55,22.1,35.14,22.08,70.7,5.99,46.53,grapes
128.58,66.2,104.52,28.07,86.6,6.35,129.09,sugarcane
43.11,34.54,52.45,23.57,63.67,6.34,49.09,tomato
101.33,39.05,69.55,15.09,80.52,5.79,76.05,cauliflower
86.06,18.37,57.78,24.16,87.53,6.35,20.0,muskmelon
20.46,33.44,33.63,31.44,50.65,5.8,80.31,mango
49.79,43.03,59.44,20.02,73.63,6.68,49.06,garlic
61.03,43.78,61.25,26.63,73.87,6.28,80.37,chilli
92.07,92.6,49.76,28.69,77.95,6.56,102.66,banana
100.69,22.35,43.39,25.51,94.75,6.43,20.0,muskmelon
92.5,33.98,51.28,13.06,56.45,6.51,32.78,spinach
121.53,28.65,53.43,15.99,68.31,6.2,53.28,spinach
56.07,28.47,41.81,21.46,70.92,6.37,79.01,onion
22.67,61.81,15.26,25.01,67.93,6.38,39.32,lentil
31.71,62.92,40.84,28.96,80.57,6.68,96.49,soybean
82.22,31.37,55.2,28.68,69.68,5.48,164.1,pineapple
28.67,52.85,20.96,24.83,86.28,6.73,62.16,mungbean
90.44,69.94,49.59,27.16,80.91,6.24,103.86,banana
40.11,33.06,42.22,26.82,62.24,6.56,55.21,castor
40.17,62.48,75.29,18.58,68.83,6.67,20.0,cauliflower
31.72,41.64,48.16,26.8,66.53,7.05,70.02,chilli
83.57,44.67,38.55,23.74,77.29,6.98,154.4,jute
14.44,20.74,43.09,24.18,84.1,6.39,93.54,pomegranate
41.79,53.21,58.74,19.39,76.08,6.72,88.44,garlic
82.76,90.1,46.2,28.85,83.61,5.58,112.66,banana
121.47,61.64,62.71,19.6,81.45,6.08,75.62,cauliflower
28.26,52.26,113.02,20.59,72.0,5.53,39.93,sweet_potato
74.08,47.32,75.78,23.23,72.0,6.24,54.09,chilli
45.27,36.68,35.79,25.27,68.76,6.74,86.06,guava
111.92,49.19,84.65,17.36,62.83,6.31,60.9,cabbage
17.59,51.82,56.9,27.91,58.93,6.55,94.88,groundnut
100.26,49.82,41.01,21.88,66.0,6.5,101.86,wheat
44.15,40.41,84.82,13.48,70.2,6.52,27.91,radish
30.11,51.6,42.45,25.75,63.95,6.86,44.77,groundnut
75.1,59.46,74.05,30.72,79.1,5.25,159.6,ginger
19.12,63.34,16.05,26.48,83.9,6.11,55.27,mungbean
51.94,51.47,60.11,29.75,90.99,6.64,110.32,papaya
75.39,32.44,62.68,20.96,59.75,6.71,75.17,onion
85.82,28.97,97.08,34.12,81.34,5.2,173.06,pineapple
53.48,16.68,39.8,28.29,73.57,6.32,83.32,cashew
33.38,72.23,64.5,20.44,10.0,7.63,67.27,chickpea
58.09,39.33,41.7,24.37,77.53,5.7,248.84,cardamom
44.92,34.15,52.48,34.83,64.11,6.11,99.08,guava
22.68,25.37,22.5,19.0,81.52,6.51,65.47,grapes
38.56,52.83,34.06,25.8,62.48,6.22,76.51,castor
25.73,63.85,18.37,30.0,48.2,5.39,139.08,pigeonpeas
109.01,38.21,36.96,22.82,83.97,4.99,197.6,tea
22.16,59.34,40.34,23.77,56.38,6.37,62.03,groundnut
60.94,37.74,46.17,24.65,68.73,6.8,73.33,chilli
58.34,54.56,56.65,23.7,62.07,6.07,53.75,tomato
113.44,66.23,87.12,32.11,67.47,6.59,168.66,sugarcane
34.5,33.94,108.79,15.9,50.22,6.05,38.28,carrot
80.44,82.11,90.36,23.47,50.41,6.59,89.89,tobacco
48.29,23.8,28.48,31.73,76.09,5.98,149.82,cashew
56.59,47.7,39.59,27.29,43.33,6.63,46.44,castor
84.32,49.79,28.79,22.46,80.56,6.89,212.78,jute
41.32,31.97,33.88,26.99,54.9,6.61,47.34,sesame
94.78,16.7,62.63,28.85,91.27,6.01,27.67,muskmelon
87.46,20.09,42.72,27.33,100.0,5.63,215.84,rubber
101.65,77.06,37.43,23.38,82.09,6.06,141.15,banana
91.96,56.4,56.68,27.61,85.14,5.82,114.89,ginger
70.68,43.85,55.15,29.18,70.9,6.77,72.1,chilli
54.77,18.73,62.2,20.03,71.48,6.72,69.32,onion
45.86,49.58,85.25,15.4,55.89,6.45,45.93,carrot
20.49,52.17,22.57,27.34,45.3,7.03,40.86,mothbeans
