arrival_date,year,month,state,district,market,commodity,crop,season,demand,min_price,max_price,modal_price,price_unit,source,source_url
2025-09-01,2025,9,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,18452,25254,21853,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-10-01,2025,10,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,18890,25886,22388,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-11-01,2025,11,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,19510,26016,22763,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-12-01,2025,12,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,19136,24312,21724,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-01-01,2026,1,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,23867,30149,27008,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-02-01,2026,2,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,21788,28420,25104,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-03-01,2026,3,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,22462,29874,26168,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-04-01,2026,4,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,22159,26459,24309,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-05-01,2026,5,Uttar Pradesh,Lucknow,Lucknow,Strawberry,strawberry,Rabi,high,24294,28184,26239,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-01-01,2016,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2571,3083,2827,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-02-01,2016,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2702,3334,3018,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-03-01,2016,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2494,2968,2731,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-04-01,2016,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2232,3116,2674,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-05-01,2016,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2698,3516,3107,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-06-01,2016,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2731,3213,2972,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-07-01,2016,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2690,3524,3107,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-08-01,2016,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2862,3938,3400,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-09-01,2016,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2637,3637,3137,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-10-01,2016,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2538,3552,3045,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-11-01,2016,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2722,3132,2927,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-12-01,2016,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2579,3041,2810,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-01-01,2017,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2814,3290,3052,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-02-01,2017,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2563,3003,2783,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-03-01,2017,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2730,3506,3118,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-04-01,2017,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2901,3359,3130,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-05-01,2017,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3010,3980,3495,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-06-01,2017,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3120,3706,3413,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-07-01,2017,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2665,3271,2968,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-08-01,2017,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2923,3613,3268,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-09-01,2017,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2602,3708,3155,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-10-01,2017,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2580,3114,2847,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-11-01,2017,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2575,3605,3090,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-12-01,2017,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2428,3232,2830,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-01-01,2018,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2511,3075,2793,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-02-01,2018,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2795,3531,3163,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-03-01,2018,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2925,3729,3327,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-04-01,2018,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2643,3273,2958,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-05-01,2018,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3097,4103,3600,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-06-01,2018,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2823,3789,3306,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-07-01,2018,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3052,3728,3390,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-08-01,2018,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3083,4223,3653,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-09-01,2018,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2828,3910,3369,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-10-01,2018,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3114,3798,3456,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-11-01,2018,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3053,4335,3694,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-12-01,2018,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3200,3848,3524,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-01-01,2019,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2409,3229,2819,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-02-01,2019,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2957,3729,3343,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-03-01,2019,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2860,3754,3307,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-04-01,2019,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3212,3802,3507,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-05-01,2019,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3255,3949,3602,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-06-01,2019,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3136,3834,3485,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-07-01,2019,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2957,4141,3549,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-08-01,2019,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3381,4341,3861,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-09-01,2019,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3240,3926,3583,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-10-01,2019,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2815,3511,3163,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-11-01,2019,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3412,4334,3873,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-12-01,2019,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2870,3360,3115,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-01-01,2020,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3090,3792,3441,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-02-01,2020,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3220,4134,3677,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-03-01,2020,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2750,3612,3181,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-04-01,2020,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3001,3931,3466,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-05-01,2020,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3157,4473,3815,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-06-01,2020,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3079,4329,3704,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-07-01,2020,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3579,4457,4018,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-08-01,2020,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3251,4169,3710,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-09-01,2020,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3783,4813,4298,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-10-01,2020,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3224,3768,3496,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-11-01,2020,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3318,4398,3858,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-12-01,2020,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3128,4086,3607,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-01-01,2021,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2905,3637,3271,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-02-01,2021,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2966,3872,3419,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-03-01,2021,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2985,4289,3637,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-04-01,2021,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2731,3849,3290,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-05-01,2021,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3620,4646,4133,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-06-01,2021,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3515,5019,4267,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-07-01,2021,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2994,4256,3625,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-08-01,2021,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3753,4987,4370,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-09-01,2021,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3441,4737,4089,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-10-01,2021,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2848,3986,3417,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-11-01,2021,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3161,4499,3830,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-12-01,2021,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3073,4239,3656,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-01-01,2022,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,2610,3722,3166,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-02-01,2022,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3045,4217,3631,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-03-01,2022,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3306,4068,3687,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-04-01,2022,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3565,4195,3880,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-05-01,2022,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3712,4818,4265,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-06-01,2022,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3863,4911,4387,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-07-01,2022,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3478,4712,4095,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-08-01,2022,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3885,4767,4326,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-09-01,2022,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3682,5080,4381,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-10-01,2022,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3307,3879,3593,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-11-01,2022,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3412,4368,3890,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-12-01,2022,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3320,4030,3675,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-01-01,2023,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3113,4235,3674,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-02-01,2023,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3800,4690,4245,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-03-01,2023,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3974,4784,4379,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-04-01,2023,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3718,4312,4015,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-05-01,2023,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3930,4640,4285,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-06-01,2023,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3802,4722,4262,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-07-01,2023,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3821,5141,4481,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-08-01,2023,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,4246,5212,4729,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-09-01,2023,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3610,5090,4350,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-10-01,2023,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3561,4879,4220,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-11-01,2023,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,4002,4794,4398,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-12-01,2023,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3401,3933,3667,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-01-01,2024,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3388,4492,3940,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-02-01,2024,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3539,4913,4226,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-03-01,2024,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3329,4787,4058,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-04-01,2024,4,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3944,4806,4375,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-05-01,2024,5,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3725,4533,4129,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-06-01,2024,6,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3833,5335,4584,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-07-01,2024,7,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3637,4457,4047,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-08-01,2024,8,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3784,5260,4522,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-09-01,2024,9,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,4076,5442,4759,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-10-01,2024,10,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3662,4322,3992,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-11-01,2024,11,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3629,5199,4414,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-12-01,2024,12,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3447,4623,4035,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-01-01,2025,1,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3531,4509,4020,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-02-01,2025,2,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3463,4373,3918,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-03-01,2025,3,Gujarat,Ahmedabad,Ahmedabad,Pineapple,pineapple,Annual,medium,3713,5141,4427,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
